id,sku,name,brand,brand_type,dimension17,dimension18,dimension19,dimension20,country,price,currency,old_price,category_type,url,images,type,volume,main_product_sku,main_product_id,best_loyality_price,dimension29,dimension28,description,product_usage,product_composition,category,category_ru
201225,19000049706,темно-синий,Tkano,standard,Постельное белье,Унисекс,,,Россия,6490,,6490,"Комплект постельного белья, двуспальный",https://goldapple.ru/19000049706-temno-sinij,['https://goldapple.ru/media/catalog/product/4/6/4650118184022_1_xlfstlrouugehe8w.jpg'],simple,,19000049706,201225,,False,False,"Комплект постельного белья темно-синего цвета из органического стираного хлопка из коллекции Essential станет стильным акцентом в интерьере спальни. Стираный перкаль — красивый материал, который отличается мягкостью. Он получается особым способом пряжи – нити переплетаются крест на крест, что придает ткани дополнительную прочность. Перкаль создает ощущение прохлады в летнюю жару и сохраняет тепло зимними ночами. Он не деформируется, не линяет, и на нем не образуются катышки. Подходит для повседневного использования.",100% органический хлопок,,dlja-doma,для дома
214715,19000067648,Prestige Santorini Blue,ILUXE,standard,н/д,Унисекс,,,Россия,8990,,8990,Подарочный набор сомелье,https://goldapple.ru/19000067648-prestige-santorini-blue,"['https://goldapple.ru/media/catalog/product/4/6/4631157164961_1_issrnjvrn1oajklf.jpg', 'https://goldapple.ru/media/catalog/product/4/6/4631157164961_2_jaqvr3evrkwlzbfg.jpg']",simple,,19000067648,214715,,False,False,"Набор сомелье iLUXE Prestige разработан специально для самых важных и значимых клиентов, партнеров и сотрудников, а также как подарок для самых дорогих и близких людей.","1. Установите резак поверх горлышка горизонтально и вращайте, надавливая с двух сторон к центру, чтобы удалить фольгу.",Материал корпуса – алюминий и пластик.,dlja-doma,для дома
173622,19000019748,STEAMPOD 3.0 x BARBIE,L'Oreal Professionnel,standard,Стайлер,Унисекс,,,Франция,39000,,39000,Лимитированный профессиональный паровой стайлер,https://goldapple.ru/19000019748-steampod-3-0-x-barbie,"['https://goldapple.ru/media/catalog/product/3/4/3474637050894_1_b2lmmuihzqlntdoy.jpg', 'https://goldapple.ru/media/catalog/product/3/4/3474637050894_2_jwviqkvk8hgtmk0h.jpg', 'https://goldapple.ru/media/catalog/product/3/4/3474637050894_3_rr0xbv3y2rbgojxz.jpg']",simple,,19000019748,173622,,False,False,"Лимитированный профессиональный паровой стайлер Barbie x Steampod для бесконечного разнообразия образов. Barbie помогает мечтать, L’Oréal Professionnel позволяет мечтам стать реальностью.","Предварительно нанесите на влажные волосы крем или молочко Steampod, активируемое паром (в соответствии с типом волос), и подсушите феном. Разделите волосы на небольшие тонкие пряди и медленно ведите стайлером от корней к кончикам волос (стрелки на приборе должны указывать вниз). Вам нужно выпрямить каждую прядь всего один раз. Как финальный штрих укладки нанесите защитную сыворотку Steampod на высушенные кончики волос для эффекта безупречной гладкости.","Марка L’Oréal Professionnel стала известной в 1909 году, когда Эжен Шуэллер создал первую безопасную краску для волос. Этот революционный момент предварил развитие отрасли. С тех времен бренд стремится к постоянному совершенствованию, развитию новых технологий и применению инновационных подходов, чтобы оставаться новатором.",tehnika,техника
224665,19000077743,Blue Valentine,MORФEUS,standard,Постельное белье,Унисекс,,,Россия,16934,,16934,"Комплект постельного белья, Евро, сатин",https://goldapple.ru/19000077743-blue-valentine,"['https://goldapple.ru/media/catalog/product/4/6/4680156916705_1_rfveh0r6lj2x4rx1.jpg', 'https://goldapple.ru/media/catalog/product/4/6/4680156916705_2_ftgjcohabcl3iciz.jpg']",simple,,19000077743,224665,,False,False,Евро-комплект постельного белья Blue Valentine из гладкого сатина от,Перед первым использованием рекомендуем постирать постельное белье при температуре 40 градусов с кондиционером. Гладить по настроению.,"100% хлопок, сатин.",dlja-doma,для дома
222155,19000070441,Female Multiple,Solgar,standard,н/д,Женский,Женское здоровье,,США,2894,,2894,Мультивитаминный и минеральный комплекс для женщин в таблетках,https://goldapple.ru/19000070441-female-multiple,"['https://goldapple.ru/media/catalog/product/3/3/33984003699_1_yppqezvvxzncezrn.jpg', 'https://goldapple.ru/media/catalog/product/3/3/33984003699_2_wbpqotb98hfgjjsg.jpg', 'https://goldapple.ru/media/catalog/product/3/3/33984003699_3_ul61yxp2cmvc9sk7.jpg']",simple,60,19000070441,222155,,False,False,Данный комплекс создан специально для женщин и благодаря широкому составу компонентов направлен на эффективное поддержание женского здоровья.,Женщинам по 1 таблетке 3 раза в день во время еды.,Кальций 133 мг,zdorov-e-i-apteka,здоровье и аптека
155448,19760318176,TIME CONTROL +,TALIKA,standard,Массажер,Женский,,,Франция,18450,,18450,Косметический прибор для интенсивного антивозрастного ухода за кожей вокруг глаз,https://goldapple.ru/catalog/product/view/id/155448,"['https://goldapple.ru/media/catalog/product/3/1/3139434551813_1_vbjnutnowmkxt3qp.jpg', 'https://goldapple.ru/media/catalog/product/3/1/3139434551813_2_ktqc3xhaxdlgn1kz.jpg', 'https://goldapple.ru/media/catalog/product/3/1/3139434551813_3_dqhk1jbymvff7szj.jpg']",simple,1,19760318176,155448,,False,True,Косметический прибор,"включите прибор, нажав кнопку, и подождите, пока загорится зеленый свет. Выберите желаемую программу. Если кнопка остается зеленой, программа «Детокс» активна. Чтобы сменить программу, зажмите кнопку на 1 секунду. Если кнопка стала оранжевой, программа «Восстановление» активна. Поместите треугольный наконечник на кожу, чтобы начать уход. Используйте прибор утром и вечером отдельно или после нанесения средства для кожи вокруг глаз.",АБС-терполимер Термопластический эластомер USB-кабель позолоченный лицевой электрод Силикон,tehnika,техника
169605,12241-19000013502,лазурно-голубой,Belle YOU,standard,Комбинезон,Женский,,,Россия,4289,,4289,Комбинезон в рубчик укороченный,https://goldapple.ru/12241-19000013502-lazurno-goluboj,"['https://goldapple.ru/media/catalog/product/8/0/8000984220311_1.jpeg_cjiggn2hvwbhu7pr.jpg', 'https://goldapple.ru/media/catalog/product/8/0/8000984220311_2.jpeg_6g6hwdcbdds6cmgw.jpg', 'https://goldapple.ru/media/catalog/product/8/0/8000984220311_3.jpeg_tpvtzubux681ke4d.jpg']",configurable,XS,19000013502,169604,,False,False,Базовый комбинезон с шортами выполнен из мягкой микрофибры в рубчик. Созданное по современной бесшовной технологии изделие на широких бретелях деликатно корректирует фигуру. Вставка-ластовица сохраняет эстетику и обеспечивает комфорт при движении. Рекомендуем эту модель для беременных. При выборе размера ориентируйтесь на рост. При правильном деликатном уходе изделия,"нательное, для домаших тренировок","96% полиамид, 4% эластан",nizhnee-bel-jo,нижнее бельё
148215,22470300026,из серебра с алмазной гранью,SOKOLOV,standard,Серьги,Женский,,,,3790,,3790,Серьги,https://goldapple.ru/22470300026-iz-serebra-s-almaznoj-gran-u,"['https://goldapple.ru/media/catalog/product/9/1/9178020133679_1_ju03vevzxjm9dkg2.jpg', 'https://goldapple.ru/media/catalog/product/9/1/9178020133679_2_6y9mj1berslegpuh.jpg', 'https://goldapple.ru/media/catalog/product/9/1/9178020133679_3_ftodkbdqmh22cygq.jpg']",simple,,22470300026,148215,,False,False,,,,ukrashenija,украшения
148216,22470300027,из серебра с алмазной гранью,SOKOLOV,standard,Серьги,Женский,,,,3990,,3990,Серьги,https://goldapple.ru/22470300027-iz-serebra-s-almaznoj-gran-u,"['https://goldapple.ru/media/catalog/product/9/1/9126014604612_1_jpmyas4eqak3jybl.jpg', 'https://goldapple.ru/media/catalog/product/9/1/9126014604612_2_4qitvp31r2qwhxs0.jpg', 'https://goldapple.ru/media/catalog/product/9/1/9126014604612_3_lknr7at8ojouzjwf.jpg']",simple,,22470300027,148216,,False,False,,,,ukrashenija,украшения
200485,19000046442,Catnip Chaser,Petstages,standard,игрушка для животных,,,,США,1539,,1539,Игрушка для кошек Petstages Трек с контейнером для кошачьей мяты,https://goldapple.ru/19000046442-catnip-chaser,"['https://goldapple.ru/media/catalog/product/8/7/871864007371_1_yjqzrrgna4y1q7ro.jpg', 'https://goldapple.ru/media/catalog/product/8/7/871864007371_2_1ih5qw1dotxs91g9.jpg', 'https://goldapple.ru/media/catalog/product/8/7/871864007371_3_8h5xl0yc4crqxzrs.jpg']",simple,1,19000046442,200485,,False,False,"Игрушка трек с пластиковым мячиком, тубом кошачьей мяты и контейнером для закладки мяты. Аромат мяты привлекает кошку, а шарики, катаясь, увлекают вашу любимицу в игру.",Подбирайте игрушки в соответствии с весом и двигательной активностью вашего питомца.,Пластик,tovary-dlja-zhivotnyh,товары для животных
149704,19760314075,с фианитами,SOKOLOV,standard,Браслет,Женский,,,,2590,,2590,Браслет из серебра,https://goldapple.ru/19760314075-s-fianitami,"['https://goldapple.ru/media/catalog/product/9/1/9128016968761_1_za0nxudjicdgeyto.jpg', 'https://goldapple.ru/media/catalog/product/9/1/9128016968761_2_wmgz4r3pkjraasrd.jpg', 'https://goldapple.ru/media/catalog/product/9/1/9128016968761_3_ksrclwyf78k06cit.jpg']",simple,,19760314075,149704,,False,False,,,,ukrashenija,украшения
222831,19000075163,Гибкий ум,МИФ,standard,,Унисекс,,,,867,,867,Книга,https://goldapple.ru/19000075163-gibkij-um,['https://goldapple.ru/media/catalog/product/9/7/9785001951780_1_duvc79kl1r9rlv1w.jpg'],simple,1,19000075163,222831,,False,False,"Эта книга призвана развенчать мифы о человеческом мозге, показать, сколько еще неизведанного перед нами, и научить быть более творческими.",картон/бумага,"Мы издаем книги больше 17 лет. За эти годы выпустили 4000+ книг: по детству и бизнесу, по психологии и творчеству, научпоп и комиксы, книги о здоровье и хорошую прозу.",lajfstajl,лайфстайл
200224,19000046406,"New Comfort XS Cord 3 m, black",Flexi,standard,поводок,,,,Германия,1646,,1646,Поводок-рулетка для собак до 8 кг ,https://goldapple.ru/19000046406-new-comfort-xs-cord-3-m-black,"['https://goldapple.ru/media/catalog/product/4/0/4000498042748_1_yrhox56yuzt1zuxt.jpg', 'https://goldapple.ru/media/catalog/product/4/0/4000498042748_2_hulopldzoheprlwm.jpg', 'https://goldapple.ru/media/catalog/product/4/0/4000498042748_3_ldmzqrkphhimwr0t.jpg']",simple,1,19000046406,200224,,False,False,"Благодаря яркому двухцветному дизайну этот поводок - приманка для глаз. Технические детали прорезиненная и регулируемая ручка под размер руки повышают комфорт и лёгкость в обращении, а также комфортная тормозная система. Так что наслаждайтесь прогулкой!","Flexi позволит вам вам и вашему питомцу оптимально насладиться прогулкой: вам не надо регулировать длину троса/ремня вручную, flexi регулирует это автоматически. Поводки не провисают, так как они всегда находятся под легким натяжением, благодаря чему трос/ремень остаются чистыми.",Ударопрочный пластик,tovary-dlja-zhivotnyh,товары для животных
151709,19760331641,анклет,Nothing but Love,standard,Браслет,Женский,,,,529,,529,Браслет на ногу,https://goldapple.ru/19760331641-anklet,"['https://goldapple.ru/media/catalog/product/4/8/4890202356007_1_tahsic5n1ddtskye.jpg', 'https://goldapple.ru/media/catalog/product/4/8/4890202356007_2_tskstx8a9xz6lxtq.jpg', 'https://goldapple.ru/media/catalog/product/4/8/4890202356007_3_xiqolxtk0pndau80.jpg']",simple,31,19760331641,151709,,False,False,,,,ukrashenija,украшения
187684,19000034334,Go Isotonic Energy Gels orange ,Science in Sport,standard,,Унисекс,Спортивное питание,,,250,,250,Изотонический гель углеводный,https://goldapple.ru/19000034334-go-isotonic-energy-gels-orange,['https://goldapple.ru/media/catalog/product/5/0/5025324002054_1.png_vreqxfgucqahvnvb.jpg'],simple,60,19000034334,187684,,False,False,Изотонический углеводный гель SiS Go Isotonic Gel разработанный и запатентованный учеными Британии.,"Один гель каждые 30-40 минут, максимум 3 геля в час, не нужно запивать водой.","Энергетическая ценность 370 кДж/87 ккал, Жиры – 0,0 г., из которых насыщенных – 0,0. Углеводы - 22 г. Из которых сахара – 0,7 г. Белок – 0,0 г. Волокно – 0,0 г. Натрия – 0,01 г",lajfstajl,лайфстайл
221038,19000076008,keratin and Pro-Vitamin B5 for dogs ,Doctor VIC,standard,бальзам ,,,,Беларусь,374,,374,Бальзам-маска с кератином и провитамином В5 для собак                         ,https://goldapple.ru/19000076008-keratin-and-pro-vitamin-b5-for-dogs,['https://goldapple.ru/media/catalog/product/4/8/4810956017795_1_pccvdevoonxl0fzx.jpg'],simple,200,19000076008,221038,,False,True,"Экспертная забота о красоте и здоровье вашего питомца. Серия DOCTOR VIC KERATIN направлена на улучшение состояния кожного покрова и восстановление структуры шерсти собаки. Бальзам-маска увлажняет и питает шерсть, придаёт ей блеск, облегчает расчёсывание и предотвращает спутывание. Ингредиенты в составе бальзама-маски укрепляют структуру шерсти, создают на поверхности кожи и шерсти защитное покрытие, обеспечивая надёжную защиту от воздействия неблагоприятных факторов окружающей среды.",1.Бальзам-маску можно использовать с водой любой жёсткости.,"Аqua, cetearyl alcohol, behenamidopropyl dimethylamine, ceteareth-20, hydrolyzed keratin, polyquaternium-7, peg-40, hydrogenated castor oil, panthenol, polyquaternium-10, benzisothiazolinone, methylisothiazolinone, disodium edta, citric acid, parfum.",tovary-dlja-zhivotnyh,товары для животных
151711,19760331652,Утонченная Мари,Nothing but Love,standard,Браслет,Женский,,,,716,,716,Браслет,https://goldapple.ru/19760331652-utoncennaa-mari,"['https://goldapple.ru/media/catalog/product/4/8/4890207318000_1_mogotdn8jhydf99d.jpg', 'https://goldapple.ru/media/catalog/product/4/8/4890207318000_2_aklvkcr6knpnzexq.jpg', 'https://goldapple.ru/media/catalog/product/4/8/4890207318000_3_akoh6tiox5utfi0y.jpg']",simple,19,19760331652,151711,,False,False,,,,ukrashenija,украшения
148897,19760309096,Platinum Men Beard Maniac,DR IRENA ERIS,standard,Масло,Мужской,Увлажнение и питание,Лицо,Польша,3530,,3530,Масло для бороды ,https://goldapple.ru/19760309096-platinum-men-beard-maniac,"['https://goldapple.ru/media/catalog/product/5/9/5900717192713_1_tzp5ay3omomqtsmo.jpg', 'https://goldapple.ru/media/catalog/product/5/9/5900717192713_2_lcd3izty6bjdgt3r.jpg', 'https://goldapple.ru/media/catalog/product/5/9/5900717192713_3_b6wqrolshlgvis4r.jpg']",simple,30,19760309096,148897,,False,True,"Масло Dr Irena Eris питает и смягчает бороду, делая её приятной на ощупь. Средство также оказывает антибактериальное действие на кожу. Обеспечить эффективный уход для бороды и кожи лица помогает богатый натуральный состав: средство объединило масло виноградных косточек и миндальное, рапсовое, аргановое масла. Обладает приятным свежим ароматом. Продукт подходит для всех типов волос на лице.","разотрите несколько капель масла в ладонях, затем нанесите на бороду, начиная от шеи. Аккуратно расчешите и уложите бороду.","Prunus Amygdalus Dulcis (Sweet Almond) Oil, Isononyl Isononanoate, Canola (Canola) Oil, Vitis Vinifera (Grape) Seed Oil, Caprylic/Capric Triglyceride, Argania Spinosa Kernel Oil, Tocopheryl Acetate, Olus Oil, PEG-8, Tocopherol, Ascorbyl Palmitate, Ascorbic Acid, Citric Acid, Parfum (Fragrance), Limonene, Linalool.",dlja-muzhchin,для мужчин
226042,19000027539,HYDRATE MASK,Authentic Beauty Concept,standard,Маска,Женский,,,,5400,,5400,Увлажняющая маска для сухих волос,https://goldapple.ru/19000027539-hydrate-mask,"['https://goldapple.ru/media/catalog/product/4/2/42392613_1_irpvgbcmwmlvw4jb.jpg', 'https://goldapple.ru/media/catalog/product/4/2/42392613_2_yaspdlwve7a9uy1a.jpg', 'https://goldapple.ru/media/catalog/product/4/2/42392613_3_piodk4jsvfhns5pt.jpg']",simple,200,19000027539,226042,,False,False,ЧИСТЫЕ ФОРМУЛЫ,Нанесите на чистые влажные волосы по длине и на концы. Оставьте на 5-10 минут. Тщательно смойте.,"Aqua (Water, Eau) Cetearyl Alcohol C9-12 Alkane Behentrimonium Chloride C15-23 Alkane Behenoyl PG-Trimonium Chloride Dicaprylyl Carbonate Glyceryl Stearate Distearoylethyl Hydroxyethylmonium Methosulfate Stearamidopropyl Dimethylamine Phenoxyethanol Guar Hydroxypropyltrimonium Chloride Oryza Sativa (Rice) Extract Mangifera Indica (Mango) Fruit Extract Ocimum Basilicum (Basil) Leaf Extract Panthenol Isopropyl Alcohol Parfum (Fragrance) Hexylene Glycol Citric Acid Glycerin Ethylhexylglycerin Sodium Benzoate",volosy,волосы
187777,19000034682,Frozen Might,Umight,standard,,Унисекс,,,Россия,811,,811,Протеиновое мороженое со вкусом балийского кокоса (сухая смесь),https://goldapple.ru/19000034682-frozen-might,"['https://goldapple.ru/media/catalog/product/4/6/4603775935124_1_qjgq8gltdnr6ht8x.jpg', 'https://goldapple.ru/media/catalog/product/4/6/4603775935124_2_t2kladbdmjyfm0ax.jpg', 'https://goldapple.ru/media/catalog/product/4/6/4603775935124_3_zaadcwrfwwitarur.jpg']",simple,420,19000034682,187777,,False,False,"Frozen Might – это смесь для приготовления протеинового мороженого для всей семьи. Нет такого человека, которому бы не нравился этот десерт. Так почему бы не создать традиционный продукт на современный лад? Мы сохранили вкус и консистенцию классического мороженого и улучшили рецептуру путем обогащения важными биологическими компонентами. Насладитесь необычными вкусами и пользой протеинового мороженого!",1.1 Для приготовления 3-х порций мороженого необходимо к 90 г сухой смеси* добавить 210 мл молока. Тщательно взболтать венчиком до получения однородной консистенции;,"Концентрат сывороточных белков, натуральный подсластитель эритрит, пищевые волокна инулин и полидекстроза, сухое молоко обезжиренное, высушенная мякоть кокоса, ароматизатор пищевой «Кокос», загуститель гуаровая камедь.",lajfstajl,лайфстайл
171634,19000003077,Cool kids body lotion,roofa spain,standard,Лосьон,Для детей,,Тело,,599,,599,Детский лосьон для тела с алоэ вера и маслом ши,https://goldapple.ru/19000003077-cool-kids-body-lotion,"['https://goldapple.ru/media/catalog/product/8/4/8436562291853_1_oq9gwkvcldmpuoxk.jpg', 'https://goldapple.ru/media/catalog/product/8/4/8436562291853_2_jpfdnnyidqublu5r.jpg', 'https://goldapple.ru/media/catalog/product/8/4/8436562291853_3_bhawmbsq5b4h6dhu.jpg']",simple,300,19000003077,171634,,False,True,Лосьон для тела,"нанесите после купания на чистую и сухую кожу ребенка, аккуратно помассируйте.","Aqua (Thermal Water), Caprylyc/Capric Triglyceride, Prunus Amygdalus (Sweet Almond) Dulcis Oil, Glycerin, Glyceryl Stearate Se, Cetearyl Alcohol, Butyrospermum Parkii Butter Extract, Helianthus Annuus (Sunflower) Seed Oil, Calendula Officinalis Flower Extract, Aloe Barbadensis Leaf Extract, Cera Alba (Beeswax), Phenoxyethanol, Panthenol, Parfum, Tocopheryl Acetate, Carbomer, Sodium Hydroxide, Disodium EDTA, Ethylhexylglycerin, Citric Acid, Sodium Benzoate, Potassium Sorbate, Limonene, Geraniol, Linalool.",dlja-detej,для детей
198266,19000049904,DOGGY STYLE,Hair Sekta,standard,шампунь для животных,,,,Россия,1998,,1998,Шампунь для собак,https://goldapple.ru/19000049904-doggy-style,"['https://goldapple.ru/media/catalog/product/4/6/4673733298004_1_ayrxg4sva8lflfyx.jpg', 'https://goldapple.ru/media/catalog/product/4/6/4673733298004_2_jh0zok61xn5wy0yp.jpg', 'https://goldapple.ru/media/catalog/product/4/6/4673733298004_3_gm0yakiihyqyexgt.jpg']",simple,1000,19000049904,198266,,False,False,Особенности: Безопасный состав. Эффективное очищение от любых загрязнений. Против неприятного запаха. Хорошо пенится и распределяется. Без слёз.,"Нанести необходимое количество шампуня на влажный кожно-волосяной покров, втирать до образования пены, тщательно промыть и нанести шампунь вновь. Оставить пену на 3-5 минут, затем несколько раз промыть шерсть животного большим количеством воды, для гарантированного удаления остатков моющего средства с поверхности кожи и шерсти, во избежание попадания шампуня в ротовую полость и желудочно-кишечный тракт. Рекомендуется проводить данную процедуру в наморднике или в пластиковом защитном воротнике.","Aqua, Sodium Coco-Sulfate, Decyl Glucoside, Cocamidopropyl Betaine, Disodium Cocoamphodiacetate, Guar Hydroxypropyltrimonium Chloride, Glycerin, Citric Acid, Tetrasodium EDTA, Sodium Chloride, Benzoic Acid, Sorbic Acid, Benzyl Alcohol, СI 77266, Parfum",tovary-dlja-zhivotnyh,товары для животных
35012,15081300020,Optimale Deodorant 24 Heures ,PAYOT,standard,Дезодорант,Мужской,,Тело,Франция,1590,,1590,Дезодорант-ролик ,https://goldapple.ru/15081300020-optimale-deodorant-24-heures,"['https://goldapple.ru/media/catalog/product/3/3/3390150567032_1_yphkvumstya7n0m2.jpg', 'https://goldapple.ru/media/catalog/product/3/3/3390150567032_2_co0etpqr6svdya5x.jpg', 'https://goldapple.ru/media/catalog/product/3/3/3390150567032_3_opaaijjew44ypvt6.jpg']",simple,75,15081300020,35012,,False,True,"Дезодорант-ролик Payot Optimale Deodorant 24 Heures с ненавязчивым ароматом эффективно защищает от запаха пота. Высокоактивные компоненты уходового продукта регулируют деятельность потовых желез, оставляя поверхность кожи сухой даже при самых интенсивных нагрузках. Продукт Optimale Deodorant 24 Heures способствует уменьшению покраснения и зуда, оказывает смягчающее и успокаивающее действие.","Перед нанесением дезодоранта, очистите кожу с помощью геля Gel Nettoyage Intégral. Наносите каждое утро и вечер после ванны или душа.",AQUA (WATER) • ALUMINUM CHLOROHYDRATE • STEARETH-2 • PPG-15 STEARYL ETHER • ALOE BARBADENSIS LEAF JUICE • STEARETH-21 • PARFUM (FRAGRANCE) • DIMETHICONE • ETHYLHEXYLGLYCERIN • PANTHENOL • PROPYLENE GLYCOL • DISODIUM EDTA • TOCOPHERYL ACETATE • HEXYL CINNAMAL • HYDROXYISOHEXYL 3-CYCLOHEXENE CARBOXALDEHYDE • LINALOOL • BENZYL SALICYLATE • SMITHSONITE EXTRACT • RHODOCHROSITE EXTRACT • CITRIC ACID • HEMATITE EXTRACT • LIMONENE • COUMARIN • BHT • SODIUM PCA • POTASSIUM SORBATE • SODIUM BENZOATE • MAGNESIUM PCA • MALACHITE EXTRACT • ZINC PCA • PHENOXYETHANOL • MANGANESE PCA • SORBIC ACID,dlja-muzhchin,для мужчин
218782,19000067073,Wine Culture,LSA International,standard,Бокалы,Унисекс,,,Великобритания,11150,,11150,Набор бокалов для шампанского 330 мл,https://goldapple.ru/19000067073-wine-culture,"['https://goldapple.ru/media/catalog/product/5/0/5012548549007_1_ng1zeqkqgu6qv4gu.jpg', 'https://goldapple.ru/media/catalog/product/5/0/5012548549007_2_9gfwtgirb5pjiagw.jpg']",simple,2,19000067073,218782,,False,False,"В набор входят 2 бокала-флейты из выдувного стекла для сервировки шампанского и других игристых вин, а также коктейлей на их основе. Объем каждого 330 мл. Комбинируйте их с бокалами для шампанского или воды из коллекции Wine Culture для создания завершенной композиции. Набор упакован в красивую коробку станет отличным подарком на любой праздник.",выдувное стекло,,dlja-doma,для дома
153461,19760318173,SKINTELLIGENCE HYDRA,TALIKA,standard,Пенка для умывания,Женский,Очищение,Лицо,Франция,1890,,1890,Очищающая пенка для лица,https://goldapple.ru/19760318173-skintelligence-hydra,"['https://goldapple.ru/media/catalog/product/3/1/3139434552308_1_8qt5mkguu1egveui.jpg', 'https://goldapple.ru/media/catalog/product/3/1/3139434552308_2_pr8tzfmtlqml0bpf.jpg', 'https://goldapple.ru/media/catalog/product/3/1/3139434552308_3_ipc5erkw85tcsnjm.jpg']",simple,150,19760318173,153461,,False,True,Нежная пенка для лица,"вспеньте средство в ладонях. Нанесите пенку на сухую кожу лица, избегая области вокруг глаз, и помассируйте кожу легкими круговыми движениями. Смойте средство водой.","Aqua (Water / Eau), Glycerin, Coco-Glucoside, Pentylene Glycol, Cocamidopropyl Betaine, Caprylyl/Capryl Glucoside, Poloxamer 184, Disodium Lauryl Sulfosuccinate, Parfum (Fragrance), Sodium Chloride, Citric Acid, Cetrimonium Bromide, Sodium Hydroxide, Sodium Benzoate, Propanediol, Chlorella Vulgaris Extract, Lactic Acid",uhod,уход
122683,15481300111,Revitalising Scalp Mask,Omorovicza,standard,Маска,Женский,,,Венгрия,6290,,6290,Восстанавливающая детокс-маска для кожи головы,https://goldapple.ru/15481300111-revitalising-scalp-mask,"['https://goldapple.ru/media/catalog/product/5/9/5999556687245_1_3hnlnx8qc1a88peq.jpg', 'https://goldapple.ru/media/catalog/product/5/9/5999556687245_2_itbpaslydmqhf2hj.jpg', 'https://goldapple.ru/media/catalog/product/5/9/5999556687245_3_7irtib0xujufw3kr.jpg']",simple,200,15481300111,122683,,False,True,"Восстанавливающая детокс-маска для кожи головы использует преображающую силу венгерских грязей и растительных компонентов. Средство очищает кожу головы, обеспечивает детокс-эффект, борется с шелушением и контролирует выработку себума. Охлаждающие ментол и камфора успокаивают кожу, снимая зуд и раздражение. Салициловая кислота мягко отшелушивает, а смесь эфирных масел мяты, лаванды и лимона стимулирует кровообращение и оказывает противовоспалительное действие. Для всех типов кожи.","Нанесите по проборам на сухую кожу головы, используя тонкий носик тубы. Распределите массажными движениями по коже головы, оставьте на 10-20 минут, затем тщательно смойте. Используйте 2 раза в неделю перед мытьем головы.","Aqua (Hungarian Thermal Water), Cetearyl Alcohol, Behentrimonium Chloride, Silt (Hungarian Mud), Caprylic/Capric Triglyceride, Glycerin, Glyceryl Stearate, Simmondsia Chinensis (Jojoba) Seed Oil, Lanolin, Saccharomyces (Hungarian Thermal Water) Ferment Extract, Phenoxyethanol, Menthol, Salicylic Acid, Mentha Arvensis (Wild Mint) Leaf Oil, Camphor, Prunus Armeniaca (Apricot) Kernel Oil, Prunus Domestica (Plum) Seed Extract, Xanthan Gum, Citrus Medica Limonum (Lemon) Peel Oil, Cupressus Sempervirens (Cypress) Oil, Lavendula Hybrida (Lavandin) Oil, Tocopherol, Ethylhexylglycerin, Phospholipids, Citus Labdaniferus (Labdanum) Oil, Apium Graveolens (Celery) Seed Extract, Sodium Lactate, d-Limonene, Linalool, Citral, Eugenol.",volosy,волосы
200497,19000046477,"Diamond double cats dish, Lime",SuperDesign,standard,миска,,,,Китай,1444,,1444,Миска для кошек двойная на меламиновой подставке ,https://goldapple.ru/19000046477-diamond-double-cats-dish-lime,"['https://goldapple.ru/media/catalog/product/6/9/6942020080077_1_ehngks8ufepggryz.jpg', 'https://goldapple.ru/media/catalog/product/6/9/6942020080077_2_bmcnxjwj3lrhj34u.jpg', 'https://goldapple.ru/media/catalog/product/6/9/6942020080077_3_aypnbg2ckccc9voe.jpg']",simple,,19000046477,200497,,False,False,"Двойная миска на меламиновой подставке для поды и корма. Подходит для собак и кошек. Подставка выполнена из прочного полимера, устойчивого к образованию царапин и трещин. Съемные внутренние миски выполнены из нержавеющей стали и подходят для мытья в посудомоечной машине.",Наполните миску необходимым количеством воды и пищи для вашего питомца. Подходит для мытья в посудомоечной машине.,"60% Меламин, 40% нержавеющая сталь",tovary-dlja-zhivotnyh,товары для животных
58422,1493200029,Fusion5 ProGlide,Gillette,standard,Кассеты,Мужской,Для бритья,Тело,США,2841,,2841,Сменные кассеты для бритвы 12 шт.,https://goldapple.ru/1493200029-fusion5-proglide,"['https://goldapple.ru/media/catalog/product/6/8/686972d97507812c42fb8c95daa2a5c2.jpg', 'https://goldapple.ru/media/catalog/product/e/3/e3850d52de29c48063391ec3b1c720f7.jpg']",simple,,1493200029,58422,,False,False,Сменные кассеты для мужской бритвы,"Более ста лет компания меняет бритье к лучшему. Со дня основания Gillette стремится к совершенству, используя все новые и новые технологии.",,dlja-muzhchin,для мужчин
222290,19000068068,Compartmental dish on stand,Welovewood,standard,Менажница,Унисекс,,,Россия,1990,,1990,Менажница на ножках 5 секций,https://goldapple.ru/19000068068-compartmental-dish-on-stand,"['https://goldapple.ru/media/catalog/product/2/0/2013024658001_1_oumwpvheyitly1cz.jpg', 'https://goldapple.ru/media/catalog/product/2/0/2013024658001_2_amj3qzuxkw0rewhk.jpg', 'https://goldapple.ru/media/catalog/product/2/0/2013024658001_3_xaelx9yzl3oywaym.jpg']",simple,1,19000068068,222290,,False,True,Деревянная менажница с ручками на 5 секций из натурального дерева от,Для сервировки стола,"Массив ясеня, масло для рабочих поверхностей, воск пчелиный",dlja-doma,для дома
